"標準地域コード","都道府県","政令市･郡･支庁･振興局等","政令市･郡･支庁･振興局等（ふりがな）","市区町村","市区町村（ふりがな）","廃置分合等施行年月日","改正事由"
"42403","長崎県","南松浦郡","みなみまつうらぐん","三井楽町","みいらくちょう","2004-08-01","福江市(42206)、富江町(42401)、玉之浦町(42402)、三井楽町(42403)、岐宿町(42404)、奈留町(42405)が合併し、五島市(42211)を新設"
"42404","長崎県","南松浦郡","みなみまつうらぐん","岐宿町","きしくちょう","2004-08-01","福江市(42206)、富江町(42401)、玉之浦町(42402)、三井楽町(42403)、岐宿町(42404)、奈留町(42405)が合併し、五島市(42211)を新設"
"42405","長崎県","南松浦郡","みなみまつうらぐん","奈留町","なるちょう","2004-08-01","福江市(42206)、富江町(42401)、玉之浦町(42402)、三井楽町(42403)、岐宿町(42404)、奈留町(42405)が合併し、五島市(42211)を新設"
"42406","長崎県","南松浦郡","みなみまつうらぐん","若松町","わかまつちょう","2004-08-01","若松町(42406)、上五島町(42407)、新魚目町(42408)、有川町(42409)、奈良尾町(42410)が合併し、新上五島町(42411)を新設"
"42407","長崎県","南松浦郡","みなみまつうらぐん","上五島町","かみごとうちょう","2004-08-01","若松町(42406)、上五島町(42407)、新魚目町(42408)、有川町(42409)、奈良尾町(42410)が合併し、新上五島町(42411)を新設"
"42408","長崎県","南松浦郡","みなみまつうらぐん","新魚目町","しんうおのめちょう","2004-08-01","若松町(42406)、上五島町(42407)、新魚目町(42408)、有川町(42409)、奈良尾町(42410)が合併し、新上五島町(42411)を新設"
"42409","長崎県","南松浦郡","みなみまつうらぐん","有川町","ありかわちょう","2004-08-01","若松町(42406)、上五島町(42407)、新魚目町(42408)、有川町(42409)、奈良尾町(42410)が合併し、新上五島町(42411)を新設"
"42410","長崎県","南松浦郡","みなみまつうらぐん","奈良尾町","ならおちょう","2004-08-01","若松町(42406)、上五島町(42407)、新魚目町(42408)、有川町(42409)、奈良尾町(42410)が合併し、新上五島町(42411)を新設"
"42411","長崎県","南松浦郡","みなみまつうらぐん","新上五島町","しんかみごとうちょう","2004-08-01","若松町(42406)、上五島町(42407)、新魚目町(42408)、有川町(42409)、奈良尾町(42410)が合併し、新上五島町(42411)を新設"
"42421","長崎県","壱岐郡","いきぐん","郷ノ浦町","ごうのうらちょう","2004-03-01","郷ノ浦町(42421)、勝本町(42422)、芦辺町(42423)、石田町(42424)が合併し、壱岐市(42210)を新設
壱岐郡(42420)の廃止"
"42422","長崎県","壱岐郡","いきぐん","勝本町","かつもとちょう","2004-03-01","郷ノ浦町(42421)、勝本町(42422)、芦辺町(42423)、石田町(42424)が合併し、壱岐市(42210)を新設
壱岐郡(42420)の廃止"
"42423","長崎県","壱岐郡","いきぐん","芦辺町","あしべちょう","2004-03-01","郷ノ浦町(42421)、勝本町(42422)、芦辺町(42423)、石田町(42424)が合併し、壱岐市(42210)を新設
壱岐郡(42420)の廃止"
"42424","長崎県","壱岐郡","いきぐん","石田村","いしだそん","1970-08-01","石田村(42424)が石田町(42424)に町制施行"
"42424","長崎県","壱岐郡","いきぐん","石田町","いしだちょう","1970-08-01","石田村(42424)が石田町(42424)に町制施行"
"42424","長崎県","壱岐郡","いきぐん","石田町","いしだちょう","2004-03-01","郷ノ浦町(42421)、勝本町(42422)、芦辺町(42423)、石田町(42424)が合併し、壱岐市(42210)を新設
壱岐郡(42420)の廃止"
"42441","長崎県","対馬支庁","つしましちょう","厳原町","いづはらまち","2004-03-01","厳原町(42441)、美津島町(42442)、豊玉町(42443)、峰町(42444)、上県町(42445)、上対馬町(42446)が合併し、対馬市(42209)を新設
対馬支庁(42440)の廃止"
"42442","長崎県","対馬支庁","つしましちょう","美津島町","みつしまちょう","2004-03-01","厳原町(42441)、美津島町(42442)、豊玉町(42443)、峰町(42444)、上県町(42445)、上対馬町(42446)が合併し、対馬市(42209)を新設
対馬支庁(42440)の廃止"
"42443","長崎県","対馬支庁","つしましちょう","豊玉町","とよたまちょう","1975-04-01","豊玉村(42443)が豊玉町(42443)に町制施行"
"42443","長崎県","対馬支庁","つしましちょう","豊玉村","とよたまそん","1975-04-01","豊玉村(42443)が豊玉町(42443)に町制施行"
"42443","長崎県","対馬支庁","つしましちょう","豊玉町","とよたまちょう","2004-03-01","厳原町(42441)、美津島町(42442)、豊玉町(42443)、峰町(42444)、上県町(42445)、上対馬町(42446)が合併し、対馬市(42209)を新設
対馬支庁(42440)の廃止"
"42444","長崎県","対馬支庁","つしましちょう","峰町","みねちょう","1976-04-01","峰村(42444)が峰町(42444)に町制施行"
"42444","長崎県","対馬支庁","つしましちょう","峰村","みねそん","1976-04-01","峰村(42444)が峰町(42444)に町制施行"
"42444","長崎県","対馬支庁","つしましちょう","峰町","みねちょう","2004-03-01","厳原町(42441)、美津島町(42442)、豊玉町(42443)、峰町(42444)、上県町(42445)、上対馬町(42446)が合併し、対馬市(42209)を新設
対馬支庁(42440)の廃止"
"42445","長崎県","対馬支庁","つしましちょう","上県町","かみあがたちょう","2004-03-01","厳原町(42441)、美津島町(42442)、豊玉町(42443)、峰町(42444)、上県町(42445)、上対馬町(42446)が合併し、対馬市(42209)を新設
対馬支庁(42440)の廃止"
"42446","長崎県","対馬支庁","つしましちょう","上対馬町","かみつしまちょう","2004-03-01","厳原町(42441)、美津島町(42442)、豊玉町(42443)、峰町(42444)、上県町(42445)、上対馬町(42446)が合併し、対馬市(42209)を新設
対馬支庁(42440)の廃止"
"43100","熊本県","熊本市","くまもとし","","","2012-04-01","熊本市(43201)の熊本市(43100)への政令指定都市移行
中央区(43101)、東区(43102)、西区(43103)、南区(43104)、北区(43105)の新設"
"43101","熊本県","熊本市","くまもとし","中央区","ちゅうおうく","2012-04-01","熊本市(43201)の熊本市(43100)への政令指定都市移行
中央区(43101)、東区(43102)、西区(43103)、南区(43104)、北区(43105)の新設"
"43102","熊本県","熊本市","くまもとし","東区","ひがしく","2012-04-01","熊本市(43201)の熊本市(43100)への政令指定都市移行
中央区(43101)、東区(43102)、西区(43103)、南区(43104)、北区(43105)の新設"
"43103","熊本県","熊本市","くまもとし","西区","にしく","2012-04-01","熊本市(43201)の熊本市(43100)への政令指定都市移行
中央区(43101)、東区(43102)、西区(43103)、南区(43104)、北区(43105)の新設"
"43104","熊本県","熊本市","くまもとし","南区","みなみく","2012-04-01","熊本市(43201)の熊本市(43100)への政令指定都市移行
中央区(43101)、東区(43102)、西区(43103)、南区(43104)、北区(43105)の新設"
"43105","熊本県","熊本市","くまもとし","北区","きたく","2012-04-01","熊本市(43201)の熊本市(43100)への政令指定都市移行
中央区(43101)、東区(43102)、西区(43103)、南区(43104)、北区(43105)の新設"
"43201","熊本県","","","熊本市","くまもとし","1970-11-01","託麻村(43305)が熊本市(43201)に編入"
"43201","熊本県","","","熊本市","くまもとし","1991-02-01","北部町(43301)が熊本市(43201)に編入"
"43201","熊本県","","","熊本市","くまもとし","1991-02-01","天明町(43304)が熊本市(43201)に編入
飽託郡(43300)の廃止"
"43201","熊本県","","","熊本市","くまもとし","1991-02-01","飽田町(43303)が熊本市(43201)に編入"
"43201","熊本県","","","熊本市","くまもとし","1991-02-01","河内町(43302)が熊本市(43201)に編入"
"43201","熊本県","","","熊本市","くまもとし","1996-04-01","熊本市(43201)が中核市に移行"
"43201","熊本県","","","熊本市","くまもとし","2008-10-06","富合町(43342)が熊本市(43201)に編入"
"43201","熊本県","","","熊本市","くまもとし","2010-03-23","城南町(43341)が熊本市(43201)に編入"
"43201","熊本県","","","熊本市","くまもとし","2010-03-23","植木町(43385)が熊本市(43201)に編入
鹿本郡(43380)の廃止"
"43201","熊本県","","","熊本市","くまもとし","2012-04-01","熊本市(43201)の熊本市(43100)への政令指定都市移行
中央区(43101)、東区(43102)、西区(43103)、南区(43104)、北区(43105)の新設"
"43202","熊本県","","","八代市","やつしろし","2005-08-01","八代市(43202)、坂本村(43461)、千丁町(43462)、鏡町(43463)、東陽村(43466)、泉村(43467)が合併し、八代市を新設"
"43206","熊本県","","","玉名市","たまなし","2005-10-03","玉名市(43206)、岱明町(43361)、横島町(43362)、天水町(43363)が合併し、玉名市を新設"
"43207","熊本県","","","本渡市","ほんどし","2006-03-27","本渡市(43207)、牛深市(43209)、有明町(43523)、御所浦町(43526)、倉岳町(43527)、栖本町(43528)、新和町(43529)、五和町(43530)、天草町(43532)、河浦町(43533)が合併し、天草市(43215)を新設"
"43208","熊本県","","","山鹿市","やまがし","2005-01-15","山鹿市(43208)、鹿北町(43381)、菊鹿町(43382)、鹿本町(43383)、鹿央町(43384)が合併し、山鹿市を新設"
"43209","熊本県","","","牛深市","うしぶかし","2006-03-27","本渡市(43207)、牛深市(43209)、有明町(43523)、御所浦町(43526)、倉岳町(43527)、栖本町(43528)、新和町(43529)、五和町(43530)、天草町(43532)、河浦町(43533)が合併し、天草市(43215)を新設"
"43210","熊本県","","","菊池市","きくちし","2005-03-22","菊池市(43210)、七城町(43401)、旭志村(43402)、泗水町(43406)が合併し、菊池市を新設"
"43212","熊本県","","","上天草市","かみあまくさし","2004-03-31","大矢野町(43521)、松島町(43522)、姫戸町(43524)、龍ヶ岳町(43525)が合併し、上天草市(43212)を新設"
"43213","熊本県","","","宇城市","うきし","2005-01-15","三角町(43321)、不知火町(43322)、松橋町(43343)、小川町(43344)、豊野町(43345)が合併し、宇城市(43213)を新設
宇土郡(43320)の廃止"
"43214","熊本県","","","阿蘇市","あそし","2005-02-11","一の宮町(43421)、阿蘇町(43422)、波野村(43426)が合併し、阿蘇市(43214)を新設"
"43215","熊本県","","","天草市","あまくさし","2006-03-27","本渡市(43207)、牛深市(43209)、有明町(43523)、御所浦町(43526)、倉岳町(43527)、栖本町(43528)、新和町(43529)、五和町(43530)、天草町(43532)、河浦町(43533)が合併し、天草市(43215)を新設"
"43216","熊本県","","","合志市","こうしし","2006-02-27","合志町(43405)、西合志町(43407)が合併し、合志市(43216)を新設"
"43301","熊本県","飽託郡","ほうたくぐん","北部町","ほくぶまち","1991-02-01","北部町(43301)が熊本市(43201)に編入"
"43302","熊本県","飽託郡","ほうたくぐん","河内芳野村","かわちよしのむら","1971-04-01","河内芳野村(43302)が河内村に名称変更し、河内町(43302)に町制施行"
"43302","熊本県","飽託郡","ほうたくぐん","河内町","かわちまち","1971-04-01","河内芳野村(43302)が河内村に名称変更し、河内町(43302)に町制施行"
"43302","熊本県","飽託郡","ほうたくぐん","河内町","かわちまち","1991-02-01","河内町(43302)が熊本市(43201)に編入"
"43303","熊本県","飽託郡","ほうたくぐん","飽田町","あきたまち","1971-11-01","飽田村(43303)が飽田町(43303)に町制施行"
"43303","熊本県","飽託郡","ほうたくぐん","飽田村","あきたむら","1971-11-01","飽田村(43303)が飽田町(43303)に町制施行"
"43303","熊本県","飽託郡","ほうたくぐん","飽田町","あきたまち","1991-02-01","飽田町(43303)が熊本市(43201)に編入"
"43304","熊本県","飽託郡","ほうたくぐん","天明村","てんめいむら","1971-04-01","天明村(43304)が天明町(43304)に町制施行"
"43304","熊本県","飽託郡","ほうたくぐん","天明町","てんめいまち","1971-04-01","天明村(43304)が天明町(43304)に町制施行"
"43304","熊本県","飽託郡","ほうたくぐん","天明町","てんめいまち","1991-02-01","天明町(43304)が熊本市(43201)に編入
飽託郡(43300)の廃止"
"43305","熊本県","飽託郡","ほうたくぐん","託麻村","たくまむら","1970-11-01","託麻村(43305)が熊本市(43201)に編入"
"43321","熊本県","宇土郡","うとぐん","三角町","みすみまち","2005-01-15","三角町(43321)、不知火町(43322)、松橋町(43343)、小川町(43344)、豊野町(43345)が合併し、宇城市(43213)を新設
宇土郡(43320)の廃止"
"43322","熊本県","宇土郡","うとぐん","不知火町","しらぬひまち","2005-01-15","三角町(43321)、不知火町(43322)、松橋町(43343)、小川町(43344)、豊野町(43345)が合併し、宇城市(43213)を新設
宇土郡(43320)の廃止"
"43341","熊本県","下益城郡","しもましきぐん","城南町","じょうなんまち","2010-03-23","城南町(43341)が熊本市(43201)に編入"
"43342","熊本県","下益城郡","しもましきぐん","富合村","とみあいむら","1971-08-01","富合村(43342)が富合町(43342)に町制施行"
"43342","熊本県","下益城郡","しもましきぐん","富合町","とみあいまち","1971-08-01","富合村(43342)が富合町(43342)に町制施行"
"43342","熊本県","下益城郡","しもましきぐん","富合町","とみあいまち","2008-10-06","富合町(43342)が熊本市(43201)に編入"
"43343","熊本県","下益城郡","しもましきぐん","松橋町","まつばせまち","2005-01-15","三角町(43321)、不知火町(43322)、松橋町(43343)、小川町(43344)、豊野町(43345)が合併し、宇城市(43213)を新設
宇土郡(43320)の廃止"
"43344","熊本県","下益城郡","しもましきぐん","小川町","おがわまち","2005-01-15","三角町(43321)、不知火町(43322)、松橋町(43343)、小川町(43344)、豊野町(43345)が合併し、宇城市(43213)を新設
宇土郡(43320)の廃止"
"43345","熊本県","下益城郡","しもましきぐん","豊野村","とよのむら","2000-07-01","豊野村(43345)が豊野町(43345)に町制施行"
"43345","熊本県","下益城郡","しもましきぐん","豊野町","とよのまち","2000-07-01","豊野村(43345)が豊野町(43345)に町制施行"
"43345","熊本県","下益城郡","しもましきぐん","豊野町","とよのまち","2005-01-15","三角町(43321)、不知火町(43322)、松橋町(43343)、小川町(43344)、豊野町(43345)が合併し、宇城市(43213)を新設
宇土郡(43320)の廃止"
"43346","熊本県","下益城郡","しもましきぐん","中央村","ちゅうおうそん","1975-09-01","中央村(43346)が中央町(43346)に町制施行"
"43346","熊本県","下益城郡","しもましきぐん","中央町","ちゅうおうまち","1975-09-01","中央村(43346)が中央町(43346)に町制施行"
"43346","熊本県","下益城郡","しもましきぐん","中央町","ちゅうおうまち","2004-11-01","中央町(43346)、砥用町(43347)が合併し、美里町(43348)を新設"
"43347","熊本県","下益城郡","しもましきぐん","砥用町","ともちまち","2004-11-01","中央町(43346)、砥用町(43347)が合併し、美里町(43348)を新設"
"43348","熊本県","下益城郡","しもましきぐん","美里町","みさとまち","2004-11-01","中央町(43346)、砥用町(43347)が合併し、美里町(43348)を新設"
"43361","熊本県","玉名郡","たまなぐん","岱明町","たいめいまち","2005-10-03","玉名市(43206)、岱明町(43361)、横島町(43362)、天水町(43363)が合併し、玉名市を新設"
"43362","熊本県","玉名郡","たまなぐん","横島町","よこしままち","2005-10-03","玉名市(43206)、岱明町(43361)、横島町(43362)、天水町(43363)が合併し、玉名市を新設"
"43363","熊本県","玉名郡","たまなぐん","天水町","てんすいまち","2005-10-03","玉名市(43206)、岱明町(43361)、横島町(43362)、天水町(43363)が合併し、玉名市を新設"
"43365","熊本県","玉名郡","たまなぐん","菊水町","きくすいまち","2006-03-01","菊水町(43365)、三加和町(43366)が合併し、和水町(43369)を新設"
"43366","熊本県","玉名郡","たまなぐん","三加和町","みかわまち","2006-03-01","菊水町(43365)、三加和町(43366)が合併し、和水町(43369)を新設"
"43369","熊本県","玉名郡","たまなぐん","和水町","なごみまち","2006-03-01","菊水町(43365)、三加和町(43366)が合併し、和水町(43369)を新設"
"43381","熊本県","鹿本郡","かもとぐん","鹿北町","かほくまち","2005-01-15","山鹿市(43208)、鹿北町(43381)、菊鹿町(43382)、鹿本町(43383)、鹿央町(43384)が合併し、山鹿市を新設"
"43382","熊本県","鹿本郡","かもとぐん","菊鹿町","きくかまち","2005-01-15","山鹿市(43208)、鹿北町(43381)、菊鹿町(43382)、鹿本町(43383)、鹿央町(43384)が合併し、山鹿市を新設"
"43383","熊本県","鹿本郡","かもとぐん","鹿本町","かもとまち","2005-01-15","山鹿市(43208)、鹿北町(43381)、菊鹿町(43382)、鹿本町(43383)、鹿央町(43384)が合併し、山鹿市を新設"
"43384","熊本県","鹿本郡","かもとぐん","鹿央町","かおうまち","2005-01-15","山鹿市(43208)、鹿北町(43381)、菊鹿町(43382)、鹿本町(43383)、鹿央町(43384)が合併し、山鹿市を新設"
"43385","熊本県","鹿本郡","かもとぐん","植木町","うえきまち","2010-03-23","植木町(43385)が熊本市(43201)に編入
鹿本郡(43380)の廃止"
"43401","熊本県","菊池郡","きくちぐん","七城町","しちじょうまち","2005-03-22","菊池市(43210)、七城町(43401)、旭志村(43402)、泗水町(43406)が合併し、菊池市を新設"
"43402","熊本県","菊池郡","きくちぐん","旭志村","きょくしむら","2005-03-22","菊池市(43210)、七城町(43401)、旭志村(43402)、泗水町(43406)が合併し、菊池市を新設"
"43405","熊本県","菊池郡","きくちぐん","合志町","こうしまち","2006-02-27","合志町(43405)、西合志町(43407)が合併し、合志市(43216)を新設"
"43406","熊本県","菊池郡","きくちぐん","泗水町","しすいまち","2005-03-22","菊池市(43210)、七城町(43401)、旭志村(43402)、泗水町(43406)が合併し、菊池市を新設"
"43407","熊本県","菊池郡","きくちぐん","西合志町","にしごうしまち","2006-02-27","合志町(43405)、西合志町(43407)が合併し、合志市(43216)を新設"
"43421","熊本県","阿蘇郡","あそぐん","一の宮町","いちのみやまち","2005-02-11","一の宮町(43421)、阿蘇町(43422)、波野村(43426)が合併し、阿蘇市(43214)を新設"
"43422","熊本県","阿蘇郡","あそぐん","阿蘇町","あそまち","2005-02-11","一の宮町(43421)、阿蘇町(43422)、波野村(43426)が合併し、阿蘇市(43214)を新設"
"43426","熊本県","阿蘇郡","あそぐん","波野村","なみのそん","2005-02-11","一の宮町(43421)、阿蘇町(43422)、波野村(43426)が合併し、阿蘇市(43214)を新設"
"43427","熊本県","阿蘇郡","あそぐん","蘇陽町","そようまち","2005-02-11","蘇陽町(43427)、矢部町(43445)、清和村(43446)が合併し、山都町(43447)を新設"
"43429","熊本県","阿蘇郡","あそぐん","白水村","はくすいむら","2005-02-13","白水村(43429)、久木野村(43430)、長陽村(43431)が合併し、南阿蘇村(43433)を新設"
"43430","熊本県","阿蘇郡","あそぐん","久木野村","くぎのむら","2005-02-13","白水村(43429)、久木野村(43430)、長陽村(43431)が合併し、南阿蘇村(43433)を新設"
"43431","熊本県","阿蘇郡","あそぐん","長陽村","ちょうようむら","2005-02-13","白水村(43429)、久木野村(43430)、長陽村(43431)が合併し、南阿蘇村(43433)を新設"
"43433","熊本県","阿蘇郡","あそぐん","南阿蘇村","みなみあそむら","2005-02-13","白水村(43429)、久木野村(43430)、長陽村(43431)が合併し、南阿蘇村(43433)を新設"
"43445","熊本県","上益城郡","かみましきぐん","矢部町","やべまち","2005-02-11","蘇陽町(43427)、矢部町(43445)、清和村(43446)が合併し、山都町(43447)を新設"
"43446","熊本県","上益城郡","かみましきぐん","清和村","せいわそん","2005-02-11","蘇陽町(43427)、矢部町(43445)、清和村(43446)が合併し、山都町(43447)を新設"
"43447","熊本県","上益城郡","かみましきぐん","山都町","やまとちょう","2005-02-11","蘇陽町(43427)、矢部町(43445)、清和村(43446)が合併し、山都町(43447)を新設"
"43461","熊本県","八代郡","やつしろぐん","坂本村","さかもとむら","2005-08-01","八代市(43202)、坂本村(43461)、千丁町(43462)、鏡町(43463)、東陽村(43466)、泉村(43467)が合併し、八代市を新設"
"43462","熊本県","八代郡","やつしろぐん","千丁町","せんちょうまち","1976-09-01","千丁村(43462)が千丁町(43462)に町制施行"
"43462","熊本県","八代郡","やつしろぐん","千丁村","せんちょうむら","1976-09-01","千丁村(43462)が千丁町(43462)に町制施行"
"43462","熊本県","八代郡","やつしろぐん","千丁町","せんちょうまち","2005-08-01","八代市(43202)、坂本村(43461)、千丁町(43462)、鏡町(43463)、東陽村(43466)、泉村(43467)が合併し、八代市を新設"
"43463","熊本県","八代郡","やつしろぐん","鏡町","かがみまち","2005-08-01","八代市(43202)、坂本村(43461)、千丁町(43462)、鏡町(43463)、東陽村(43466)、泉村(43467)が合併し、八代市を新設"
"43464","熊本県","八代郡","やつしろぐん","竜北村","りゅうほくむら","1974-04-01","竜北村(43464)が竜北町(43464)に町制施行"
"43464","熊本県","八代郡","やつしろぐん","竜北町","りゅうほくまち","1974-04-01","竜北村(43464)が竜北町(43464)に町制施行"
"43464","熊本県","八代郡","やつしろぐん","竜北町","りゅうほくまち","2005-10-01","竜北町(43464)、宮原町(43465)が合併し、氷川町(43468)を新設"
"43465","熊本県","八代郡","やつしろぐん","宮原町","みやはらまち","2005-10-01","竜北町(43464)、宮原町(43465)が合併し、氷川町(43468)を新設"
"43466","熊本県","八代郡","やつしろぐん","東陽村","とうようむら","2005-08-01","八代市(43202)、坂本村(43461)、千丁町(43462)、鏡町(43463)、東陽村(43466)、泉村(43467)が合併し、八代市を新設"
"43467","熊本県","八代郡","やつしろぐん","泉村","いずみむら","2005-08-01","八代市(43202)、坂本村(43461)、千丁町(43462)、鏡町(43463)、東陽村(43466)、泉村(43467)が合併し、八代市を新設"
"43468","熊本県","八代郡","やつしろぐん","氷川町","ひかわちょう","2005-10-01","竜北町(43464)、宮原町(43465)が合併し、氷川町(43468)を新設"
"43481","熊本県","葦北郡","あしきたぐん","田浦町","たのうらまち","2005-01-01","田浦町(43481)、芦北町(43482)が合併し、芦北町を新設"
"43482","熊本県","葦北郡","あしきたぐん","芦北町","あしきたまち","1970-11-01","芦北町(43482)、湯浦町(43483)が合併し、芦北町を新設"
"43482","熊本県","葦北郡","あしきたぐん","芦北町","あしきたまち","2005-01-01","田浦町(43481)、芦北町(43482)が合併し、芦北町を新設"
"43483","熊本県","葦北郡","あしきたぐん","湯浦町","ゆのうらまち","1970-11-01","芦北町(43482)、湯浦町(43483)が合併し、芦北町を新設"
"43502","熊本県","球磨郡","くまぐん","上村","うえむら","2003-04-01","上村(43502)、免田町(43503)、岡原村(43504)、須恵村(43508)、深田村(43509)が合併し、あさぎり町(43514)を新設"
"43503","熊本県","球磨郡","くまぐん","免田町","めんだまち","2003-04-01","上村(43502)、免田町(43503)、岡原村(43504)、須恵村(43508)、深田村(43509)が合併し、あさぎり町(43514)を新設"
"43504","熊本県","球磨郡","くまぐん","岡原村","おかはるむら","2003-04-01","上村(43502)、免田町(43503)、岡原村(43504)、須恵村(43508)、深田村(43509)が合併し、あさぎり町(43514)を新設"
"43508","熊本県","球磨郡","くまぐん","須恵村","すえむら","2003-04-01","上村(43502)、免田町(43503)、岡原村(43504)、須恵村(43508)、深田村(43509)が合併し、あさぎり町(43514)を新設"
"43509","熊本県","球磨郡","くまぐん","深田村","ふかだむら","2003-04-01","上村(43502)、免田町(43503)、岡原村(43504)、須恵村(43508)、深田村(43509)が合併し、あさぎり町(43514)を新設"
"43514","熊本県","球磨郡","くまぐん","あさぎり町","あさぎりちょう","2003-04-01","上村(43502)、免田町(43503)、岡原村(43504)、須恵村(43508)、深田村(43509)が合併し、あさぎり町(43514)を新設"
"43521","熊本県","天草郡","あまくさぐん","大矢野町","おおやのまち","2004-03-31","大矢野町(43521)、松島町(43522)、姫戸町(43524)、龍ヶ岳町(43525)が合併し、上天草市(43212)を新設"
"43522","熊本県","天草郡","あまくさぐん","松島町","まつしままち","2004-03-31","大矢野町(43521)、松島町(43522)、姫戸町(43524)、龍ヶ岳町(43525)が合併し、上天草市(43212)を新設"
"43523","熊本県","天草郡","あまくさぐん","有明町","ありあけまち","2006-03-27","本渡市(43207)、牛深市(43209)、有明町(43523)、御所浦町(43526)、倉岳町(43527)、栖本町(43528)、新和町(43529)、五和町(43530)、天草町(43532)、河浦町(43533)が合併し、天草市(43215)を新設"
"43524","熊本県","天草郡","あまくさぐん","姫戸町","ひめどまち","2004-03-31","大矢野町(43521)、松島町(43522)、姫戸町(43524)、龍ヶ岳町(43525)が合併し、上天草市(43212)を新設"
"43525","熊本県","天草郡","あまくさぐん","龍ヶ岳町","りゅうがたけまち","2004-03-31","大矢野町(43521)、松島町(43522)、姫戸町(43524)、龍ヶ岳町(43525)が合併し、上天草市(43212)を新設"
"43526","熊本県","天草郡","あまくさぐん","御所浦町","ごしょうらまち","2006-03-27","本渡市(43207)、牛深市(43209)、有明町(43523)、御所浦町(43526)、倉岳町(43527)、栖本町(43528)、新和町(43529)、五和町(43530)、天草町(43532)、河浦町(43533)が合併し、天草市(43215)を新設"
"43527","熊本県","天草郡","あまくさぐん","倉岳町","くらたけまち","2006-03-27","本渡市(43207)、牛深市(43209)、有明町(43523)、御所浦町(43526)、倉岳町(43527)、栖本町(43528)、新和町(43529)、五和町(43530)、天草町(43532)、河浦町(43533)が合併し、天草市(43215)を新設"
"43528","熊本県","天草郡","あまくさぐん","栖本町","すもとまち","2006-03-27","本渡市(43207)、牛深市(43209)、有明町(43523)、御所浦町(43526)、倉岳町(43527)、栖本町(43528)、新和町(43529)、五和町(43530)、天草町(43532)、河浦町(43533)が合併し、天草市(43215)を新設"
"43529","熊本県","天草郡","あまくさぐん","新和町","しんわまち","2006-03-27","本渡市(43207)、牛深市(43209)、有明町(43523)、御所浦町(43526)、倉岳町(43527)、栖本町(43528)、新和町(43529)、五和町(43530)、天草町(43532)、河浦町(43533)が合併し、天草市(43215)を新設"
"43530","熊本県","天草郡","あまくさぐん","五和町","いつわまち","2006-03-27","本渡市(43207)、牛深市(43209)、有明町(43523)、御所浦町(43526)、倉岳町(43527)、栖本町(43528)、新和町(43529)、五和町(43530)、天草町(43532)、河浦町(43533)が合併し、天草市(43215)を新設"
"43532","熊本県","天草郡","あまくさぐん","天草町","あまくさまち","2006-03-27","本渡市(43207)、牛深市(43209)、有明町(43523)、御所浦町(43526)、倉岳町(43527)、栖本町(43528)、新和町(43529)、五和町(43530)、天草町(43532)、河浦町(43533)が合併し、天草市(43215)を新設"
"43533","熊本県","天草郡","あまくさぐん","河浦町","かわうらまち","2006-03-27","本渡市(43207)、牛深市(43209)、有明町(43523)、御所浦町(43526)、倉岳町(43527)、栖本町(43528)、新和町(43529)、五和町(43530)、天草町(43532)、河浦町(43533)が合併し、天草市(43215)を新設"
"44201","大分県","","","大分市","おおいたし","1997-04-01","大分市(44201)が中核市に移行"
"44201","大分県","","","大分市","おおいたし","2005-01-01","野津原町(44361)、佐賀関町(44381)が大分市(44201)に編入
北海部郡(44380)の廃止"
"44203","大分県","","","中津市","なかつし","2005-03-01","三光村(44501)、本耶馬溪町(44502)、耶馬渓町(44503)、山国町(44504)が中津市(44203)に編入
下毛郡(44500)の廃止"
"44204","大分県","","","日田市","ひたし","2005-03-22","前津江村(44481)、中津江村(44482)、上津江村(44483)、大山町(44484)、天瀬町(44485)が日田市(44204)に編入
日田郡(44480)の廃止"
"44205","大分県","","","佐伯市","さいきし","2005-03-03","佐伯市(44205)、上浦町(44401)、弥生町(44402)、本匠村(44403)、宇目町(44404)、直川村(44405)、鶴見町(44406)、米水津村(44407)、蒲江町(44408)が合併し、佐伯市を新設
南海部郡(44400)の廃止"
"44206","大分県","","","臼杵市","うすきし","2005-01-01","臼杵市(44206)、野津町(44421)が合併し、臼杵市を新設"
"44208","大分県","","","竹田市","たけたし","2005-04-01","竹田市(44208)、荻町(44441)、久住町(44442)、直入町(44443)が合併し、竹田市を新設
直入郡(44440)の廃止"
"44209","大分県","","","豊後高田市","ぶんごたかだし","2005-03-31","豊後高田市(44209)、真玉町(44302)、香々地町(44303)が合併し、豊後高田市を新設"
"44210","大分県","","","杵築市","きつきし","2005-10-01","杵築市(44210)、大田村(44301)、山香町(44342)が合併し、杵築市を新設
西国東郡(44300)の廃止"
"44211","大分県","","","宇佐市","うさし","2005-03-31","宇佐市(44211)、院内町(44521)、安心院町(44522)が合併し、宇佐市を新設
宇佐郡(44520)の廃止"
"44212","大分県","","","豊後大野市","ぶんごおおのし","2005-03-31","三重町(44422)、清川村(44423)、緒方町(44424)、朝地町(44425)、大野町(44426)、千歳村(44427)、犬飼町(44428)が合併し、豊後大野市(44212)を新設
大野郡(44420)の廃止"
"44213","大分県","","","由布市","ゆふし","2005-10-01","挾間町(44362)、庄内町(44363)、湯布院町(44364)が合併し、由布市(44213)を新設
大分郡(44360)の廃止"
